sno,h,sub_h,link
75,8 killed in separate Road accidents in AP's Anantapur district,"Eight people including six women farm labour were killed in two separate Road accidents in Anantapur district on Friday. While six people were killed in one accident involving an autorickshaw and a lorry, two others died when a car mowed down two pedestrians.",https://timesofindia.indiatimes.com/city/vijayawada/8-killed-in-separate-road-accidents-in-aps-anantapur-district/articleshow/87546812.cms
76,Andhra Pradesh: 3 killed in Road accident in Prakasam,"Three persons were killed and 10 others injured in a Road accident near Kottapalli in Prakasam district on Thursday.According to police, a group of labourers from Mogullapalli was on their way back to their village, Boyalapalli, in an autorickshaw after working in a red chilli farm.",https://timesofindia.indiatimes.com/city/vijayawada/3-killed-in-road-accident-in-prakasam/articleshow/90429512.cms
77,"1 dead, 1 hurt in Road accident",vijayawada a man died and another was injured after the twowheeler they were riding was by hit by a speeding car on prakasam barrage in vijayawada late on sunday the impact of the accident caused one of them to fall into the krishna river and drown the deceased was identified as sheik abdul khadir a resident of panja road according to police a father and drown the deceased was also...,https://timesofindia.indiatimes.com/city/vijayawada/1-dead-1-hurt-in-road-accident/articleshow/89258549.cms
78,"Andhra Pradesh: 8 dead, 45 injured as bus plunges into gorge near Tirupati",Eight people were killed and 45 others suffered injuries when a speeding bus plunged into a gorge on the Bhakrapet ghat road near Tirupati on Saturday.,https://timesofindia.indiatimes.com/city/vijayawada/andhra-pradesh-7-dead-45-injured-as-bus-plunges-into-gorge-near-tirupati/articleshow/90470646.cms
79,12-year-old dies in Road accident,A 12-year-old boy was killed after he was hit by a speeding vehicle at Badangi in Vizianagaram district. The deceased was identified as O Aryavardhan (12). Police said the incident took placewhen the boy was crossing the road to reach home from a tuition centre.,https://timesofindia.indiatimes.com/city/visakhapatnam/12-year-old-dies-in-road-accident/articleshow/89212704.cms
80,"Man dies, AR cop injured in Road accident","A man died and another suffered injuries when the two-wheelers they were travelling on collided head-on. The deceased was identified as Sanjay Kumar (56), a resident of Machavaram in Vijayawada. The injured was identified as Ranganna, an Armed Reserve constable in Guntur district.",https://timesofindia.indiatimes.com/city/vijayawada/man-dies-ar-cop-injured-in-road-accident/articleshow/90039487.cms
81,Andhra Pradesh: Five killed as car hits culvert in Krishna district,"Five of a family, including a six-month-old baby, died after the car in which they were travelling hit a culvert near Jaggaiahpet in Krishna district on Sunday morning.",https://timesofindia.indiatimes.com/city/vijayawada/andhra-pradesh-five-killed-as-car-hits-culvert-in-krishna-district/articleshow/90182529.cms
82,Andhra Pradesh: Five killed in separate Road accidents in Vizag district,"In another incident, a man died on the spot while his wife suffered injuries after their bike skidded off on the road near NTPC area under Parawada Mandal in the district.",https://timesofindia.indiatimes.com/city/visakhapatnam/andhra-pradesh-five-killed-in-separate-road-accidents-in-vizag-district/articleshow/90615795.cms
83,"Andhra Pradesh: 1 dead, 10 hurt in Road accident in NTR district",One person died and 10 persons were injured when the private travels bus they were travelling in collided with a lorry at Nawabpeta in Penuganchiprolu mandal in NTR district. The incident happened when the bus was overtaking the lorry. The driver died on the spot.,https://timesofindia.indiatimes.com/city/vijayawada/1-dead-10-hurt-in-road-accident/articleshow/91136161.cms
84,Three Town CI killed in Road accident,,https://timesofindia.indiatimes.com/city/vijayawada/three-town-ci-killed-in-road-accident/articleshow/87917864.cms
85,Newly-wed woman dies in Road accident,,https://timesofindia.indiatimes.com/city/visakhapatnam/newly-wed-woman-dies-in-road-accident/articleshow/87690189.cms
86,"Andhra Pradesh: 2 killed, 3 hurt in Road accident near Tirupati",Two persons were killed while three others sustained injuries in a Road accident near Tirupati on Thursday.,https://timesofindia.indiatimes.com/city/vijayawada/2-killed-3-hurt-in-road-accident-near-tirupati/articleshow/88599172.cms
87,"Fatalities in Road accidents up in Vizag city, rural, Vizianagaram","Despite best efforts by the police to make roads safe, fatalities in Road accidents increased in Vizag city, Vizag rural and Vizianagaram district in 2021.",https://timesofindia.indiatimes.com/city/vijayawada/fatalities-in-road-accidents-up-in-vizag-city-rural-vzm/articleshow/88599110.cms
88,22 injured after tractor overturns in Visakhapatnam,At least 22 people suffered injuries on Friday morning when the tractor in which they were traveling overturned in Visakhapatnam.,https://timesofindia.indiatimes.com/city/visakhapatnam/22-injured-after-tractor-overturns-in-visakhapatnam/articleshow/88200487.cms
89,"Andhra Pradesh: 4 killed, 5 injured as jeep rams into auto in Anantapur","Four people were killed while five others sustained injuries after a speeding jeep rammed into an auto in Anantapur district on Monday, said local police.",https://timesofindia.indiatimes.com/city/vijayawada/andhra-pradesh-4-killed-5-injured-as-jeep-rams-into-auto-in-anantapur/articleshow/88119573.cms
