sno,h,sub_h,link
49,"7 killed, 13 injured in Road accident in Karnataka's Dharwad",At least seven people were killed and 13 others sustained serious injuries when their cab rammed into a tree in Karnataka's Dharwad early on Saturday.,https://timesofindia.indiatimes.com/city/hubballi/7-killed-13-injured-in-road-accident-in-karnatakas-dharwad/articleshow/91705014.cms
50,Road accidents kill 3 in three hours,"Two senior citizens and a youth died in separate Road accidents in a span of three hours on Wednesday . The first accident was reported on Bannerghatta Road at 8.30pm, when a rashly driven auto rammed into Sandegappa, 69.",https://timesofindia.indiatimes.com/city/bengaluru/road-accidents-kill-3-in-three-hours/articleshow/92269298.cms
51,2 students killed in accident,,https://timesofindia.indiatimes.com/city/mangaluru/2-students-killed-in-accident/articleshow/92940914.cms
52,"Karnataka: 4 students killed, 2 injured in Road accident","Four college students, including a girl, were killed and two others critically injured in a Road accident on National Highway 75 in Bengaluru Rural district of Karnataka on Wednesday.",https://timesofindia.indiatimes.com/city/bengaluru/karnataka-4-students-killed-2-injured-in-road-accident/articleshow/89611192.cms
53,"Road accidents surge, Begur turns nightmare for travellers","Begur near Gundlupet in Chamarajanagar, which connects Ooty in Tamil Nadu and Wayanad in Kerala to Karnataka has become a death trap.",https://timesofindia.indiatimes.com/city/mysuru/road-accidents-surge-begur-turns-nightmare-for-travellers/articleshow/91863792.cms
54,Auto driver dies in Mysuru Road crash,A 43-year-old autorickshaw driver succumbed to injuries he'd sustained in a serial accident near Satellite bus stand on Mysuru Road early Monday.,https://timesofindia.indiatimes.com/city/bengaluru/auto-driver-dies-in-mysuru-road-crash/articleshow/92191703.cms
55,Karnataka: Chicken shop owner killed in car-bike collision on Magadi Road,"A car, moving on the extreme right at a curve, collided with a bike on Magadi Road near Chikkarasikatte village on Saturday. Chandrashekhar R, 41, who was riding the bike, died instantly.",https://timesofindia.indiatimes.com/city/bengaluru/karnataka-chicken-shop-owner-killed-in-car-bike-collision-on-magadi-road/articleshow/92169714.cms
56,Karnataka: Six killed in Mysuru Road accident,"According to police sources, all six men travelling in the jeep have died on the spot. They were returning to their native place Polibetta in Kodagu after attending a marriage ceremony when the tragedy happened around 5 pm. The driver too has died on the spot.",https://timesofindia.indiatimes.com/city/mysuru/karnataka-six-members-of-a-family-killed-in-road-accident-in-mysuru/articleshow/90960512.cms
57,"Youth, bizman killed in Road accidents","Two persons, including a 27-year-old private firm employee, were killed in Road accidents in the city. The first accident occurred around 9.",https://timesofindia.indiatimes.com/city/bengaluru/youth-bizman-killed-in-road-accidents/articleshow/88676137.cms
58,Organs harvested from Road accident victims,"Families of two Road accident victims including a 66-year-old retired police officer who was wheeled into Apollo Hospital in critical condition, have donated the organs of their beloved ones after learning their survival was not possible because of their medical conditions.",https://timesofindia.indiatimes.com/city/mysuru/organs-harvested-from-road-accident-victims/articleshow/89440385.cms
