sno,h,sub_h,link
85,Hyderabad: Two killed in Road accident in Telangana's Ranga Reddy district,Two persons died and two others suffered injuries in a Road accident on the NH-65 at Pedda Amberpet in Telangana's Ranga Reddy district during the early hours of Thursday.,https://timesofindia.indiatimes.com/city/hyderabad/hyderabad-two-killed-in-road-accident-in-telanganas-ranga-reddy-district/articleshow/80858263.cms
86,Six of family die in lorry-auto accident in Telangana's Mahabubabad district,Six members of family met with an accident after the auto rickshaw in which they were travelling had a head on collision in Mahabubabad district on Friday. All the passengers seated inside the auto died on the spot. The incident took place at Marrimitta village in Warangal.,https://timesofindia.indiatimes.com/city/hyderabad/six-of-family-die-in-lorry-auto-accident/articleshow/80591543.cms
87,Cop among three killed in accident,,https://timesofindia.indiatimes.com/city/hyderabad/cop-among-three-killed-in-accident/articleshow/76125647.cms
88,Telangana: Two Oggu Katha performers killed in Road accident,,https://timesofindia.indiatimes.com/city/hyderabad/telangana-two-oggu-katha-performers-killed-in-road-accident/articleshow/80349359.cms
89,Indigo pilot killed in Road accident in Hyderabad,"A pilot of Indigo airlines died in a Road accident at Rajendra Nagar when the car he was travelling in rammed into a truck on Monday. According to police, the mishap occurred at around 5.20am when Indigo pilot Preet Mahender Singh, 42, was going to RGI Airport in an office cab.",https://timesofindia.indiatimes.com/city/hyderabad/indigo-pilot-killed-in-road-accident-in-hyderabad/articleshow/77332786.cms
90,"5 killed, 10 injured in Road accident in Telangana","Five people were killed and 10 others, including two policemen were injured in a Road accident in Siddipet, 136 kms from here, on Friday, police said.",https://timesofindia.indiatimes.com/city/hyderabad/5-killed-10-injured-in-road-accident-in-telangana/articleshow/79570426.cms
91,Hyderabad: 33-year-old woman dies in Road accident,,https://timesofindia.indiatimes.com/city/hyderabad/33-year-old-woman-dies-in-road-accident/articleshow/80203711.cms
92,Road accidents: Two drivers booked for culpable homicide,"Cyberabad police have booked accused in two recent fatal Road accident cases under Section 304-II (culpable homicide not amounting to murder) of the IPC as they were driving under the influence of alcohol. Earlier, police used to book such offenders under Section 304-A (Causing death by negligence) of the IPC.",https://timesofindia.indiatimes.com/city/hyderabad/road-accidents-two-drivers-booked-for-culpable-homicide/articleshow/79160281.cms
93,Cyberabad cops knock off big-vehicle syndrome in fatal accident probes,Cyberabad police are following a standard operating procedure (SOP) in all fatal Road accident case investigations and charging the accused with culpable homicide not amounting to murder for causing such mishaps despite knowing that their negligent driving may cause harm to others.,https://timesofindia.indiatimes.com/city/hyderabad/cyberabad-cops-knock-off-big-vehicle-syndrome-in-fatal-accident-probes/articleshow/79711606.cms
94,Five killed in road mishap at Wipro circle in Hyderabad,Five youths were killed after a speeding truck hit their car at Wipro circle in Hyderabad early on Sunday.,https://timesofindia.indiatimes.com/city/hyderabad/five-killed-in-road-mishap-at-wipro-circle-in-hyderabad/articleshow/79703681.cms
