sno,h,sub_h,link
38,"Minor, infant die in Road accident in Haridwar","Two persons, including a one-year-old child, died in Haridwar on Thursday and seven others sustained injuries after a truck hit a four-wheeler and both the vehicles overturned.",https://timesofindia.indiatimes.com/city/dehradun/minor-infant-die-in-road-accident-in-haridwar/articleshow/88325420.cms
39,Man dies in Road accident in Ranikhet,,https://timesofindia.indiatimes.com/city/dehradun/man-dies-in-road-accident-in-ranikhet/articleshow/86736601.cms
40,"Teacher of Govt Inter College dies, principal hurt in Road accident in Bazpur",,https://timesofindia.indiatimes.com/city/dehradun/teacher-of-govt-inter-college-dies-principal-hurt-in-road-accident-in-bazpur/articleshow/90427056.cms
41,"Auto passenger, leopard die in Road accident",,https://timesofindia.indiatimes.com/city/dehradun/auto-passenger-leopard-die-in-road-accident/articleshow/86975160.cms
42,"Man, son killed in Road accident in Roorkee",,https://timesofindia.indiatimes.com/city/dehradun/man-son-killed-in-road-accident-in-roorkee/articleshow/86272913.cms
43,"Over 4,500 killed in Road accidents in Uttarakhand in last 5 years, says police","Nearly 4,500 people have been killed and over 5,000 injured in 68,000 Road accidents that occurred in Uttarakhand between January 2017 and February 2022, according to data provided by the state police department.",https://timesofindia.indiatimes.com/city/dehradun/over-4-5k-killed-in-road-accidents-in-ukhand-in-last-5-yrs/articleshow/90806834.cms
44,3 migrant workers coming from Ghaziabad killed in Road accident in Almora; 4 injured,,https://timesofindia.indiatimes.com/city/dehradun/3-migrant-workers-coming-from-ghaziabad-killed-in-road-accident-in-almora-4-injured/articleshow/90577619.cms
45,Man who lost friend in Road accident joins helmet drive of Doon traffic police,,https://timesofindia.indiatimes.com/city/dehradun/man-who-lost-friend-in-road-accident-joins-helmet-drive-of-doon-traffic-police/articleshow/90526408.cms
46,"Uttarakhand: 13 killed, 4 injured after bus falls into gorge in Chakrata near Dehradun",At least 12 passengers were killed and 4 others injured after a bus they were travelling in plunged into a 300-metre deep gorge in Dehradun's Chakrata on Sunday.,https://timesofindia.indiatimes.com/city/dehradun/uttarakhand-12-killed-4-injured-after-bus-falls-into-gorge-in-chakrata-near-dehradun/articleshow/87420824.cms
47,"Uttarakhand: Man, six-year-old die in Road accident in Almora","A 28-year-old man and a six-year-old girl died after the SUV they were travelling in fell into a 200-metre-deep ditch near Punakot bus stand in Salt town of Almora district. Meanwhile, three others, including a three-year-old girl, sustained injuries in the accident.",https://timesofindia.indiatimes.com/city/dehradun/man-six-year-old-die-in-road-accident-in-almora/articleshow/83410075.cms
48,Congress leader’s son killed in Road accident in US Nagar,,https://timesofindia.indiatimes.com/city/dehradun/congress-leaders-son-killed-in-road-accident-in-us-nagar/articleshow/88058298.cms
49,"1 dead, another hurt in Road accident","A 25-year-old man, Manohar Singh, died after the car he was driving fell into a deep gorge on the Thal-Munsyari road on Tuesday.",https://timesofindia.indiatimes.com/city/dehradun/1-dead-another-hurt-in-road-accident/articleshow/81003924.cms
50,"Three Delhi residents injured after road caves in Mussoorie, one critical","Sushil, a resident of Delhi’s Amar Colony and Anurag and Rameshwar, residents of Jyoti Nagar area in the national capital, were in a car that tumbled down a 10-m deep gorge on the Mussoorie-Tehri bypass road. The trio were returning from a trip to Dhanaulti when it happened.",https://timesofindia.indiatimes.com/city/dehradun/3-del-residents-injured-after-road-caves-due-to-rain-and-car-falls-into-gorge-in-mussoorie-1-critical/articleshow/84800343.cms
51,"19 dead, six injured in three separate Road accidents in U'khand hills within 24 hrs",,https://timesofindia.indiatimes.com/city/dehradun/19-dead-six-injured-in-three-separate-road-accidents-in-ukhand-hills-within-24-hrs/articleshow/89756912.cms
52,"Father, daughter die in Road accident in Uttarakhand","A father-daughter duo died in an accident on the Ramnagar-Bhatrojkhan road on Tuesday. Kamal Singh Rawat (55), a resident of Dhameda Bajan village in Almora, lived in Delhi and was travelling to his village with his daughter Kiran (21) and other five members of the family. His daughter was to be married off on April 27.",https://timesofindia.indiatimes.com/city/dehradun/father-daughter-die-in-road-accident/articleshow/82167727.cms
53,"Man dead, son hurt in Kapkot Road accident",,https://timesofindia.indiatimes.com/city/dehradun/man-dead-son-hurt-in-kapkot-road-accident/articleshow/83045009.cms
54,Two junior engineers die in Road accident,Two junior engineers working with the Uttar Pradesh Power Corporation Limited (UPPCL) were killed in a Road accident on Sunday when their car hit a road divider in Gurukul Narsan near Roorkee. The victims were coming to Roorkee to celebrate Holi with their friends when the accident took place.,https://timesofindia.indiatimes.com/city/dehradun/two-junior-engineers-die-in-road-accident/articleshow/81739164.cms
55,Statehood agitator dies in Road accident,,https://timesofindia.indiatimes.com/city/dehradun/statehood-agitator-dies-in-road-accident/articleshow/80273565.cms
56,DIG Bharne injured in Road accident,"Deputy Inspector General (DIG), law and order, Nilesh Anand Bharne, and his car driver Mohammad Usmaan, suffered minor injuries after their car was hit by a speeding vehicle coming from the opposite direction on Thursday. The incident occurred near Mandi police outpost under Kashipur police limits.",https://timesofindia.indiatimes.com/city/dehradun/dig-bharne-injured-in-road-accident/articleshow/80050477.cms
57,34-year-old killed in Road accident,,https://timesofindia.indiatimes.com/city/dehradun/34-year-old-killed-in-road-accident/articleshow/80932216.cms
58,"Delhi resident, 28, dies in Road accident in Almora",A 28-year-old man from Delhi died in a Road accident on Badachina-Seraghat motorway in Almora on Thursday. The victim’s motorbike was hit by an unknown truck near Jamrani Dam.,https://timesofindia.indiatimes.com/city/dehradun/delhi-resident-28-dies-in-road-accident-in-almora/articleshow/81694460.cms
59,"Two killed, one hurt in Kashipur Road accident",,https://timesofindia.indiatimes.com/city/dehradun/two-killed-one-hurt-in-kashipur-road-accident/articleshow/81139844.cms
60,Four dead in separate Road accidents in Almora,Two Road accidents — one near the famous Kasar Devi Temple and the other in Jainti Tehsil — killed four people in Almora district on Monday while injuring almost a dozen others.,https://timesofindia.indiatimes.com/city/dehradun/four-dead-in-separate-road-accidents-in-almora/articleshow/79497502.cms
61,Father-son die in Road accident in US Nagar,,https://timesofindia.indiatimes.com/city/dehradun/father-son-die-in-road-accident-in-us-nagar/articleshow/80085735.cms
62,"One killed, two hurt in Road accident in Uttarkashi",,https://timesofindia.indiatimes.com/city/dehradun/one-killed-two-hurt-in-road-accident-in-uttarkashi/articleshow/79684669.cms
63,"860 people killed in Road accidents last year, over-speeding claimed 590 lives","As many as 860 people have lost their lives in Road accidents in last one year across the state, a data compiled by the Uttarakhand transport department has revealed. The officials attributed over-speeding and rash driving as the main causes of accidents.",https://timesofindia.indiatimes.com/city/dehradun/860-people-killed-in-road-accidents-last-year-over-speeding-claimed-590-lives/articleshow/84983799.cms
