sno,h,sub_h,link
67,Uttarakhand tragedy: Bodies flown to Madhya Pradesh's Khajuraho by IAF plane,The mortal remains of the 25 pilgrims who died in the Uttarakhand bus accident were flown to Khajuraho airport in Madhya Pradesh by Indian Air Force (IAF) on Monday. The bodies will be taken to their villages in Panna by road for the last rites.,https://timesofindia.indiatimes.com/city/bhopal/uttarakhand-tragedy-bodies-flown-to-madhya-pradeshs-khajuraho-by-iaf-plane/articleshow/92048385.cms
68,"1 killed, 4 injured in Road accident","Four devotees of a family from Uttar Pradesh were injured while the driver of their four-wheeler was killed when the vehicle overturned near Ramwasa area in Ujjain, the police said on Friday. The incident took place at around 01.",https://timesofindia.indiatimes.com/city/bhopal/1-killed-4-injured-in-road-accident/articleshow/90869851.cms
69,"Madhya Pradesh: 2 killed, 3 injured in Road accident in Mandsaur",Two persons were killed and three injured after the two wheeler they were traveling in overturned in Mandsaur on Friday night. The family was on its way home after visiting a temple.,https://timesofindia.indiatimes.com/city/indore/2-killed-3-injured-in-road-accident/articleshow/92777833.cms
70,Madhya Pradesh: 12 killed in Road accidents in three districts,"At least 12 persons were killed in four separate Road accidents in Madhya Pradesh's Panna, Damoh and Tikamgarh districts on Monday, police said.",https://timesofindia.indiatimes.com/city/bhopal/madhya-pradesh-12-killed-in-road-accidents-in-three-districts/articleshow/92042453.cms
71,"3 killed, 10 injured after truck hits vehicles and pedestrians in Madhya Pradesh's Khandwa","Three people were killed and 10 others injured when a speeding truck hit some vehicles and pedestrians in Madhya Pradesh's Khandwa district, police said on Tuesday.",https://timesofindia.indiatimes.com/city/bhopal/3-killed-10-injured-after-truck-hit-vehicles-and-pedestrians-in-madhya-pradeshs-khandwa/articleshow/91610784.cms
72,Two bikers killed in Road accidents,"A man was killed while another was injured after their motorcycle collided with a tractor trolley in Gandhi Nagar police station area on Saturday. The deceased was identified as Rakesh Kewat (35), a resident of Bhangarh.",https://timesofindia.indiatimes.com/city/indore/two-bikers-killed-in-road-accidents/articleshow/89392638.cms
73,"14 killed, 17 injured in four Road accidents in Madhya Pradesh","Fourteen persons, including two children, were killed and 17 others injured in four Road accidents in parts of Madhya Pradesh, police said on Thursday.",https://timesofindia.indiatimes.com/city/bhopal/14-killed-17-injured-in-four-road-accidents-in-madhya-pradesh/articleshow/92254416.cms
74,Madhya Pradesh: Five killed in autorickshaw-bus collision in Raisen,Five people were killed in a head-on collision between a loading autorickshaw and a mini bus in Raisen district late on Wednesday.,https://timesofindia.indiatimes.com/city/bhopal/madhya-pradesh-five-killed-in-autorickshaw-bus-collision-in-raisen/articleshow/91341394.cms
75,Bhopal: Youth run over by speeding car in separate Road accidents,"Two people lost their lives in separate Road accidents in Bhopal on Saturday.In the first incident, a 28-year-old youth died after a speeding unidentified car knocked him down in Gandhi Nagar on Saturday.",https://timesofindia.indiatimes.com/city/bhopal/youth-run-over-by-speeding-car/articleshow/92169799.cms
76,Madhya Pradesh: Three including mother-son duo dead in Road accidents,"A bike-borne mother-son died after an unidentified speeding vehicle knocked them down in Nazirabad locality on Saturday night. They were rushed to a nearby hospital, where they succumbed to their injuries, police said.",https://timesofindia.indiatimes.com/city/bhopal/three-including-mother-son-duo-dead-in-rd-accidents/articleshow/92663356.cms
77,"After Uttarkashi mishap, panel set up to look into Road accidents","Chief minister Shivraj Singh Chouhan, while discussing bus mishap in Uttarakhand in which 25 passengers were killed from Panna district, expressed concern over Road accidents taking place in the state.",https://timesofindia.indiatimes.com/city/bhopal/after-uttarkashi-mishap-panel-set-up-to-look-into-road-accidents/articleshow/92068750.cms
78,Three dead in separate Road accidents in a day in Bhopal,"Three people died in separate Road accidents in the city during the past 24 hours. In the first incident, a 65-year-old bike-borne man, who was knocked down by a speeding auto-rickshaw, died while undergoing treatment on Sunday. Jehangirabad police said they have registered a case.",https://timesofindia.indiatimes.com/city/bhopal/three-dead-in-separate-road-accidents-in-a-day-in-bhopal/articleshow/91453725.cms
